date,XLU,XLF,XLI,XLB,RWR,XLV,XLY,XLE,XLK,XLP,IYT
20000412,103.6178625,103.6105731,101.946998,105.2771986,,100.5189413,103.9308344,102.1881838,92.10810811,102.2916889,
20000413,103.0899056,99.80869388,101.3404652,102.9569892,,96.13034623,100.93361,99.36034115,89.19424546,103.4653692,
20000414,99.60561585,93.61979167,93.2910566,98.90710383,,90.09648104,92.94605809,98.7547203,81.73374613,99.64185673,
20000417,98.30604209,91.7721519,95.41140928,96.66666667,,91.46218405,90.92750679,97.8021978,89.40042827,100,
20000418,96.09244318,94.8427673,94.63260538,92.64325,,93.15761287,92.19928057,96.59828942,96.2129528,98.9010989,
20000419,96.12655169,92.59487889,96.71087589,89.1497665,,97.36704638,93.09126082,97.85867238,100.1760563,98.91378163,
20000420,96.34875704,96.86898978,97.24867725,93.99477807,,100.3177966,96.09455293,98.2296309,101.2264336,99.52150933,
20000424,102.7149321,107.9276773,104.1902605,99.65471823,,105.2424081,105.46875,101.4802807,103.5353535,107.5485015,
20000425,107.409515,110.3448276,107.0204344,99.65519448,,106.9871245,107.2463768,104.1573034,103.8922156,104.0531088,
20000426,106.8728522,103.9787798,105.0110308,99.78915535,,105.2230686,104.9126638,104.9748275,97.09070165,102.2222222,
20000427,103.5187287,103.2258065,104.7174978,100.7117436,,101.9088017,101.9501625,104.1575492,102.8119508,101.0294905,
20000428,103.1108778,103.4300792,103.1556039,99.02777778,,102.4287223,98.07486631,100.9284368,104.0189125,98.21428571,
20000501,100.3854802,98.77579381,105.4347826,98.6832768,,104.2313694,100,101.4586534,108.8414634,96.79144385,
20000502,93.95723636,94.875,99.17355372,101.591673,,99.63429049,97.55718919,102.7508263,100.9798271,97.51508986,
20000503,94.48018864,95.08930612,97.32562604,101.6901408,,95.86349535,93.02809573,98.828541,98.47238543,98.64130435,
20000504,96.49122807,95.57291667,97.3808281,103.1095399,,96.14984391,93.46441658,100,94.81481481,98.64130435,
20000505,96.76355954,94.26020408,99.78902954,102.2440393,,95.15463918,97.11015921,104.1125541,97.13069091,103.9160839,
20000508,97.42181504,98.30397948,97.4742433,101.8258427,,95.0668037,93.96825397,103.7273695,92.38095238,104.7652155,
20000509,100.7398792,99.01187879,97.70833333,100.5449591,,96.32931367,95.57803379,102.3097109,92.38014612,104.9586777,
20000510,102.3255628,98.12206613,100.0538966,100.9695291,,98.92125135,100.3355705,105.334069,91.88544153,104.2699725,
20000511,104.0341091,102.6566975,102.3668635,101.2337215,,99.13419913,102.8993559,105.8823529,95.16226923,104.1322314,
20000512,102.154195,103.1123139,101.7970402,101.6460905,,100.9750813,103.0881342,105.1455468,93.82859607,100.4037685,
20000515,103.4347027,105.6403226,103.5430814,104,,102.4324497,103.7162162,106.0061766,99.09035779,100.7910348,
20000516,103.3333514,105.3226868,105.3304904,101.0840108,,104.518218,103.4559643,103.899435,103.9851612,99.8687664,
20000517,99.83372062,106.3567778,105.7081304,102.60631,,103.4896401,101.0033445,104.0920709,107.7272727,100.8586737,
20000518,99.1807582,104.5786108,102.6799617,100.4739119,,103.4934498,102.0994475,100.7936508,102.1155565,100.7936508,
20000519,98.89012209,101.5748031,98.65005192,100.4048583,,99.03433476,98.09369935,100.6425941,96.88279302,102.882059,
20000522,97.65920999,98.49246231,95.35241675,98.14323607,,96.30606923,96.30836048,97.77239744,94.67564259,100.0653813,
20000523,96.28212203,99.68412388,94.07896356,97.7882252,,94.27083333,95.15086207,99.30864208,87.46286393,100,
20000524,99.44475301,102.6992288,96.07741684,97.12568984,,95.99578504,95.69536424,98.91891909,92.22423146,101.8336604,
20000525,96.97138326,98.85786802,94.77993859,94.33962264,,95.35864979,92.96536797,97.24409449,93.07359307,101.7716745,
20000526,100.7856341,100.2583979,96.94736842,92.60752688,,97.18309859,93.3925431,97.10217682,97.16859717,101.368057,
20000530,100.8361382,101.0204082,100.4284948,94.12164324,,102.3561464,95.54680496,99.30658753,103.9431157,101.111132,
20000531,103.2935826,101.5843042,101.559961,94.65387369,,104.3093923,98.24463873,102.6852308,107.1331522,100.6570302,
20000601,102.2892056,103.6295369,100.9013955,95.32002856,,102.9637761,100.8073818,101.6393281,107.7124183,98.77811472,
20000602,103.6910658,110.6546855,103.5097365,100.5714286,,106.3053097,104.540163,100,114.4850498,95.61573269,
20000605,99.33184855,108.5696082,103.9087948,101.3062409,,106.8004459,106.1831153,98.53311506,114.4370861,95.17996915,
